"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Canada","2016A000011124","Unemployment rate","Some high school","Females","65 years and over","Percentage","242","units","0","v2584796","1.8.3.3.9","10.2","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","Some high school","Females","65 years and over","Percentage","242","units","0","v2584796","1.8.3.3.9","","x","","","1"
"2022","Canada","2016A000011124","Unemployment rate","Some high school","Females","65 years and over","Percentage","242","units","0","v2584796","1.8.3.3.9","7.3","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","Some high school","Females","65 years and over","Percentage","242","units","0","v2584796","1.8.3.3.9","","x","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v2583267","1.8.4.2.1","7.4","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v2583267","1.8.4.2.1","12.3","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v2583267","1.8.4.2.1","9.5","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v2583267","1.8.4.2.1","6.9","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Males","15 years and over","Percentage","242","units","0","v2583267","1.8.4.2.1","7.0","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Males","15 to 24 years","Percentage","242","units","0","v2583357","1.8.4.2.2","12.4","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Males","15 to 24 years","Percentage","242","units","0","v2583357","1.8.4.2.2","21.0","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Males","15 to 24 years","Percentage","242","units","0","v2583357","1.8.4.2.2","13.5","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Males","15 to 24 years","Percentage","242","units","0","v2583357","1.8.4.2.2","11.9","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Males","15 to 24 years","Percentage","242","units","0","v2583357","1.8.4.2.2","11.6","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 years and over","Percentage","242","units","0","v2583447","1.8.4.2.3","6.1","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 years and over","Percentage","242","units","0","v2583447","1.8.4.2.3","10.0","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 years and over","Percentage","242","units","0","v2583447","1.8.4.2.3","8.4","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 years and over","Percentage","242","units","0","v2583447","1.8.4.2.3","5.6","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 years and over","Percentage","242","units","0","v2583447","1.8.4.2.3","5.6","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 to 44 years","Percentage","242","units","0","v2583537","1.8.4.2.4","7.3","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 to 44 years","Percentage","242","units","0","v2583537","1.8.4.2.4","12.1","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 to 44 years","Percentage","242","units","0","v2583537","1.8.4.2.4","9.0","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 to 44 years","Percentage","242","units","0","v2583537","1.8.4.2.4","6.3","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 to 44 years","Percentage","242","units","0","v2583537","1.8.4.2.4","6.9","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Males","45 years and over","Percentage","242","units","0","v2583627","1.8.4.2.5","5.0","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Males","45 years and over","Percentage","242","units","0","v2583627","1.8.4.2.5","8.1","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Males","45 years and over","Percentage","242","units","0","v2583627","1.8.4.2.5","7.9","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Males","45 years and over","Percentage","242","units","0","v2583627","1.8.4.2.5","4.9","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Males","45 years and over","Percentage","242","units","0","v2583627","1.8.4.2.5","4.3","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 to 54 years","Percentage","242","units","0","v2583717","1.8.4.2.6","6.3","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 to 54 years","Percentage","242","units","0","v2583717","1.8.4.2.6","10.5","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 to 54 years","Percentage","242","units","0","v2583717","1.8.4.2.6","8.4","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 to 54 years","Percentage","242","units","0","v2583717","1.8.4.2.6","5.7","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Males","25 to 54 years","Percentage","242","units","0","v2583717","1.8.4.2.6","6.1","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Males","55 years and over","Percentage","242","units","0","v2583807","1.8.4.2.7","5.4","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Males","55 years and over","Percentage","242","units","0","v2583807","1.8.4.2.7","8.7","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Males","55 years and over","Percentage","242","units","0","v2583807","1.8.4.2.7","8.4","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Males","55 years and over","Percentage","242","units","0","v2583807","1.8.4.2.7","5.1","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Males","55 years and over","Percentage","242","units","0","v2583807","1.8.4.2.7","4.4","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Males","55 to 64 years","Percentage","242","units","0","v2583897","1.8.4.2.8","6.0","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Males","55 to 64 years","Percentage","242","units","0","v2583897","1.8.4.2.8","8.6","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Males","55 to 64 years","Percentage","242","units","0","v2583897","1.8.4.2.8","7.7","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Males","55 to 64 years","Percentage","242","units","0","v2583897","1.8.4.2.8","5.4","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Males","55 to 64 years","Percentage","242","units","0","v2583897","1.8.4.2.8","4.8","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Males","65 years and over","Percentage","242","units","0","v2583987","1.8.4.2.9","3.6","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Males","65 years and over","Percentage","242","units","0","v2583987","1.8.4.2.9","8.9","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Males","65 years and over","Percentage","242","units","0","v2583987","1.8.4.2.9","10.6","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Males","65 years and over","Percentage","242","units","0","v2583987","1.8.4.2.9","4.3","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Males","65 years and over","Percentage","242","units","0","v2583987","1.8.4.2.9","3.0","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v2584077","1.8.4.3.1","6.2","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v2584077","1.8.4.3.1","11.9","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v2584077","1.8.4.3.1","9.1","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v2584077","1.8.4.3.1","6.5","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Females","15 years and over","Percentage","242","units","0","v2584077","1.8.4.3.1","6.8","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Females","15 to 24 years","Percentage","242","units","0","v2584167","1.8.4.3.2","9.0","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Females","15 to 24 years","Percentage","242","units","0","v2584167","1.8.4.3.2","19.7","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Females","15 to 24 years","Percentage","242","units","0","v2584167","1.8.4.3.2","11.4","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Females","15 to 24 years","Percentage","242","units","0","v2584167","1.8.4.3.2","9.0","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Females","15 to 24 years","Percentage","242","units","0","v2584167","1.8.4.3.2","10.6","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 years and over","Percentage","242","units","0","v2584257","1.8.4.3.3","5.5","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 years and over","Percentage","242","units","0","v2584257","1.8.4.3.3","9.7","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 years and over","Percentage","242","units","0","v2584257","1.8.4.3.3","8.4","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 years and over","Percentage","242","units","0","v2584257","1.8.4.3.3","5.7","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 years and over","Percentage","242","units","0","v2584257","1.8.4.3.3","5.6","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 to 44 years","Percentage","242","units","0","v2584347","1.8.4.3.4","6.8","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 to 44 years","Percentage","242","units","0","v2584347","1.8.4.3.4","11.0","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 to 44 years","Percentage","242","units","0","v2584347","1.8.4.3.4","9.1","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 to 44 years","Percentage","242","units","0","v2584347","1.8.4.3.4","6.9","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 to 44 years","Percentage","242","units","0","v2584347","1.8.4.3.4","7.4","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Females","45 years and over","Percentage","242","units","0","v2584437","1.8.4.3.5","4.7","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Females","45 years and over","Percentage","242","units","0","v2584437","1.8.4.3.5","8.9","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Females","45 years and over","Percentage","242","units","0","v2584437","1.8.4.3.5","8.0","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Females","45 years and over","Percentage","242","units","0","v2584437","1.8.4.3.5","4.9","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Females","45 years and over","Percentage","242","units","0","v2584437","1.8.4.3.5","4.4","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 to 54 years","Percentage","242","units","0","v2584527","1.8.4.3.6","6.0","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 to 54 years","Percentage","242","units","0","v2584527","1.8.4.3.6","10.6","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 to 54 years","Percentage","242","units","0","v2584527","1.8.4.3.6","8.8","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 to 54 years","Percentage","242","units","0","v2584527","1.8.4.3.6","6.1","","","","1"
"2023","Canada","2016A000011124","Unemployment rate","High school graduate","Females","25 to 54 years","Percentage","242","units","0","v2584527","1.8.4.3.6","6.4","","","","1"
"2019","Canada","2016A000011124","Unemployment rate","High school graduate","Females","55 years and over","Percentage","242","units","0","v2584617","1.8.4.3.7","4.6","","","","1"
"2020","Canada","2016A000011124","Unemployment rate","High school graduate","Females","55 years and over","Percentage","242","units","0","v2584617","1.8.4.3.7","8.1","","","","1"
"2021","Canada","2016A000011124","Unemployment rate","High school graduate","Females","55 years and over","Percentage","242","units","0","v2584617","1.8.4.3.7","7.8","","","","1"
"2022","Canada","2016A000011124","Unemployment rate","High school graduate","Females","55 years and over","Percentage","242","units","0","v2584617","1.8.4.3.7","5.0","","","","1"
